std_account_name,class_of_trade,on_off_premise,address,city,state,zip_code,id
MING S CAFE CARBONDALE,RESTAURANT,ON,901 HIGHWAY 133 #F,CARBONDALE,CO,81623,2d2ae503-8d4f-4a1a-b01d-246edc1986b7
SATO/CAFE 163,RESTAURANT,ON,0105 EDWARDS VILL BLVD D101,EDWARDS,CO,81632,6d27062e-35d4-4529-89c4-ab639077427c
BOURBON STEAKHOUSE,RESTAURANT,ON,237 S BRAND BLVD,GLENDALE,CA,91204,dbd94490-95e2-45a6-a17e-a8ecf5631f80
IYASARE,RESTAURANT,ON,1830 4TH ST,BERKELEY,CA,94710,763f0f27-44b8-4e69-a518-619c342a3dd8
Atlanta Eagle,RESTAURANT,ON,1492 Piedmont Ave NE Ste F,Atlanta,GA,30309,703a86cf-c34c-4cfc-bdee-9fca65472927
Lingering Shade Social Club,RESTAURANT,ON,660 Irwin St NE,Atlanta,GA,30312,33e48784-4b0b-4469-829d-6ec117a8df7b
IZAKAYA CABIN,RESTAURANT,ON,321 ELK AVENUE,CRESTED BUTTE,CO,81224,6a1018d9-bbfa-46a0-aa1c-3db23e95fb23
FUKUMOTO,RESTAURANT,ON,514 MEDINA STREET,AUSTIN,TX,78702,7f6daf90-eb2d-48b6-8089-731d5d84d2fa
Umi Sushi,RESTAURANT,ON,3050 Peachtree Rd Ne,Atlanta,GA,30305,8a516d3b-c7e7-4e16-b1be-d3d80942c74a
Brass Tap,RESTAURANT,ON,#32 4505 Ashford Dunwoody Rd,Dunwoody,GA,30346,7598e29c-4ae1-4fea-9c94-24be0c9e1594
HAKKASAN - RESTAURANT @ MGM,RESTAURANT,ON,3799 S LAS VEGAS BLVD,LAS VEGAS,NV,89109,1bed3bba-3781-4b58-833b-53451614d81f
New York Butcher Shoppe,RESTAURANT,ON,4475 Roswell Rd Ste 1030,Marietta,GA,30062,569d2cf2-e4b0-49f2-b8b1-92072a3df71b
Cru Battery Atlanta,RESTAURANT,ON,915 Battery Ave SE,Atlanta,GA,30339,8a8335ad-dbb9-47cb-88da-cf2a18149ad4
INTERNATIONAL SMOKE,RESTAURANT,ON,301-301B MISSION ST,SAN FRANCISCO,CA,94105,e9c3a2c5-99ad-4261-bed3-b434e7b2bcc2
WILLIAMS & GRAHAM / OCCIDENTAL,RESTAURANT,ON,3150-3160 TEJON STREET,DENVER,CO,80211,3b301100-1e00-4aff-a32f-11afeff08ef4
HIGHLANDS ALEHOUSE,RESTAURANT,ON,0133 PROSPECTOR ROAD STE 4114B,ASPEN,CO,81611,b7b03fc6-d1b3-4127-b6e4-61fd2008ce5d
KA THAI NORTH DALLAS,RESTAURANT,ON,6859 ARAPAHO RD STE 601,DALLAS,TX,75248,fff19f93-7079-496a-9a5b-91fa1aa6fbab
ROCKER OYSTERFELLERS,RESTAURANT,ON,14415 HWY 1,VALLEY FORD,CA,94972,d81a7794-50bd-4241-ac89-41211df3772a
MIMI CHINESE,RESTAURANT,ON,1575 ALTON RD,MIAMI BEACH,FL,33139,6c11fa52-66e4-407e-ab7c-c3344474e59b
The Club At Atl,RESTAURANT,ON,1 H-J Atlanta Airport  Conc F,Atlanta,GA,30354,01ee5977-b71f-414d-8273-ab019c582e6a
PEARL,RESTAURANT,ON,4640 MCKINNEY AVE STE 130,DALLAS,TX,75205,d8de0d3c-e13f-47ae-8b46-49a6bf40caa3
H & F Bottle Shop,RESTAURANT,ON,2357 Peachtree Rd NE Ste 3,Atlanta,GA,30305,76860f8f-f7f8-40c8-b63f-8915f3327ca1
JAGALCHI (ON),RESTAURANT,ON,63 SERRAMONTE CENTER,DALY CITY,CA,94015,68f02e3e-9794-4d0e-8f90-7cd2b170c2c5
LE CHICK ROTISSERIE,RESTAURANT,ON,310 NW 24TH STREET,MIAMI,FL,33127,23642d7f-4a96-4e23-8c27-21aeede30a26
EBESU ROBATA & SUSHI,RESTAURANT,ON,1007 E 15TH STREET,PLANO,TX,75074,261eba35-5ab7-439a-bc16-0a9d358eec23
NYC RESTAURANT SERVICES LLC,RESTAURANT,ON,1 VANDERBILT AVE  LEVEL B1,NEW YORK,NY,10017,60aa6bce-52ac-4ac1-8300-af223f0b6674
Kuroshio Sushi Bar & Grill,RESTAURANT,ON,2700 Cobb Pkwy:3B-4B,Smyrna,GA,30080,64f79b1e-d64b-462a-8023-a8c394a3a931
Prime 120,RESTAURANT,ON,120 Chambers Street,Woodstock,GA,30188,117d4991-e060-4630-a2b5-ddee483b3de3
ROOSEVELT,RESTAURANT,ON,1512 LARIMER ST UNIT 29R,DENVER,CO,80202,0803e9e9-2971-4656-b048-34beb2fd7543
GOLDFINCH,RESTAURANT,ON,119 S MAIN ST,SEBASTOPOL,CA,95472,92ed395d-f92a-47cd-ba2e-311734207038
Westside Pizzeria,RESTAURANT,ON,2260 Marietta Blvd NW Ste 107,Atlanta,GA,30318,a8a20b0a-b165-4d7b-9d43-3afd1a283a7d
Kiosco,RESTAURANT,ON,48 Powder Springs St,Marietta,GA,30064,7cbd4031-5392-493e-86fd-4205f80f4b6a
Out Of The Blue  Inc.,RESTAURANT,ON,647 E Main St,Blue Ridge,GA,30513,b36dff93-4e09-4c51-9561-579b1e24df59
DEBONAIR SUPPER CLUB,RESTAURANT,ON,183 S ORANGE AVE,ORLANDO,FL,32801,40be947c-6b5b-4c6f-bc4b-b55d0d4a35a8
Mazzy s Sports Bar & Grill,RESTAURANT,ON,2217 Roswell Rd Ste A-200,Marietta,GA,30062,dddc53c2-0266-4a08-b246-4503ff7a1ce8
CLARKS HOUSTON,RESTAURANT,ON,3807 MONTROSE BLVD,HOUSTON,TX,77006,f0b7c4ad-6dc9-462a-8479-e2ba624104f4
Antico Pizza Battery,RESTAURANT,ON,Ste 420 2605 Circle 75 Pkwy SE,Atlanta,GA,30339,22f587e7-0170-4696-94d8-df893914bc6b
The Mad Mexican,RESTAURANT,ON,2 E Court Square,Newnan,GA,30263,09790b39-28f8-432d-be7a-65e1349257a4
YUZU JAPANESE RESTAUARANT AND BAR,RESTAURANT,ON,2101 SUMMER LEE DR SUITE 105,ROCKWALL,TX,75032,801a9407-4744-49a1-b74d-60809dd613ea
THE MONARCH,RESTAURANT,ON,411 S MONARCH,ASPEN,CO,81611,4bcab5d0-f199-4c8e-b765-85186af11418
La Grotta Restaurant (Pchtree),RESTAURANT,ON,2637 Peachtree Rd,Atlanta,GA,30305,a00baa52-96e8-4350-9976-6e51abc3695c
YAMA IZAKAYA SUSHI B,RESTAURANT,ON,240 LEGACY DRIVE SUITE 100,PLANO,TX,75023,d17ce292-5022-4a42-aa02-bc1bbe72e92d
JG MELON,RESTAURANT,ON,89 MACDOUGAL ST,NEW YORK,NY,10012,e2580443-6d7b-4eac-a7d7-1703d5190d77
PAPERFISH/BARSECCO,RESTAURANT,ON,1421 SOUTH MIAMI AVENUE,MIAMI,FL,33131,e69772bc-0d1c-486c-b2f5-90e56c2922d5
HARRIS RESTAURANT,RESTAURANT,ON,2100 VAN NESS AVE,SAN FRANCISCO,CA,94109,dfad5a9c-92fe-4916-9fbe-da08a27540e3
Yao Thai Restaurant,RESTAURANT,ON,Ste H-31 245 Perimeter Center Pkwy,Dunwoody,GA,30346,cf66369d-ef91-4427-a1c0-3b746bed2c7c
Frank s At The Old Mill,RESTAURANT,ON,1095 Hwy 54 West,Fayetteville,GA,30214,46b648cf-c5ad-44a7-8e84-5fae85622000
Katana Sushi Hibachi,RESTAURANT,ON,4400 Roswell Rd Ste 152,Marietta,GA,30062,3cb2f4e4-0b9a-4553-8634-98bb18b016b1
Woofs Sports Bar,RESTAURANT,ON,494 Plasters Ave NE Ste 200,Atlanta,GA,30324,3e747bd8-bd21-4f47-a612-d1a3e7672778
Thai Spice,RESTAURANT,ON,286 Highway 74 N,Peachtree City,GA,30269,4d900d1d-9289-4ec5-af0c-46110be80e40
THE BLUE FISH,RESTAURANT,ON,5760 HWY 121 SUITE 175,PLANO,TX,75024,0e9d6553-d197-4684-9791-8cd193da1788
MamiTaco Inc,RESTAURANT,ON,800 Whitlock Ave NW Ste 207,Marietta,GA,30064,701add90-3092-427e-9048-ccf6dd2619f5
PINK STEAK,RESTAURANT,ON,2777 S DIXIE HWY,WEST PALM BEACH,FL,33405,ad830ada-6630-4027-ae83-899a38f61220
PURPLE PATCH,RESTAURANT,ON,3155 MOUNT PLEASANT ST NW 101,WASHINGTON,DC,20019,ca66b93a-7591-48f3-b614-d6a6ff8212ac
ULTREIA,RESTAURANT,ON,1701 WYNKOOP STREET SUITE 125,DENVER,CO,80202,349b0f32-ea89-4976-9003-ee04479f6bb4
Kobe Japanese Steakhouse,RESTAURANT,ON,2876 Highway 54,Peachtree City,GA,30269,3086d963-6a6f-40b1-8ed9-942604893a9b
ONE FISH RAW BAR,RESTAURANT,ON,193 E CAMPBELL AVE,CAMPBELL,CA,95008,4ccc5b02-18a7-4031-b4d8-d3512baa86e4
The Tabernacle,RESTAURANT,ON,152 Luckie St NW,Atlanta,GA,30303,c20f7d64-0427-49a4-bf04-ba236ba96aa7
SUEHIRO JAPANESE RESTAURANT,RESTAURANT,ON,541 MAIN STREET,GRAND JUNCTION,CO,81501,55332ba7-5da8-4f36-b6d3-fa8bf06ef864
KENICHI,RESTAURANT,ON,533 E HOPKINS,ASPEN,CO,81611,2b9ff478-6b51-4e8d-882d-d7dd11e8a8ce
Tannery Row Ale House*CLOSED*,RESTAURANT,ON,554 W Main ST C-100,Buford,GA,30518,c3e650cd-d6b1-43cd-8102-427eb0d48629
THE BLUE FISH,RESTAURANT,ON,320 WEST LAS COLINAS BLVD SUITE 110,IRVING,TX,75039,b50fd04c-e23b-49f1-8018-dad95b6bb450
GOLDEN GRILL ON THE BAY,RESTAURANT,ON,1014 BAY ST,PORT ORCHARD,WA,98366,f00960d3-b514-422d-9345-0699fc311591
The Atlanta Fish Market,RESTAURANT,ON,265 Pharr Rd NE,Atlanta,GA,30305,80c11077-bc1e-4ee7-9337-4702da22cc3e
J. R Crickets,RESTAURANT,ON,4550 Jonesboro Rd Ste C,Union City,GA,30291,4a8be037-24ad-49fb-9003-73a8ec5b1767
Rusty Barrel,RESTAURANT,ON,138 Powers Ferry Rd SE,Marietta,GA,30067,87e460de-6d19-4d81-aa43-e60d2a890712
PARTAGE,RESTAURANT,ON,3829-3839 SPRING MOUNTAIN RD,LAS VEGAS,NV,89102,f953ff00-f11b-4069-8f17-1a238e33da9a
Thrive,RESTAURANT,ON,101 Marietta St NW,Atlanta,GA,30303,de4309c5-2f47-44a9-812f-fce67cc289bb
Cru Food & WIne Bar,RESTAURANT,ON,300 Avalon Blvd,Alpharetta,GA,30009,1e9fe3d2-68bb-4706-abf9-ac7ebbafb9f0
Pour Taproom Midtown,RESTAURANT,ON,1180 Peachtree St NE Ste A,Atlanta,GA,30309,71181441-ea22-41ca-9035-98c49c99489d
RISTORANTE SANTUCCI,RESTAURANT,ON,610 CLEMATIS ST,WEST PALM BEACH,FL,33401,83921692-e79d-494e-b64a-c974a25f10ec
ESNAF,RESTAURANT,ON,1105 SAN CARLOS AVE,SAN CARLOS,CA,94070,042f3bfd-0fd6-4a02-b405-81354b114e64
JJANGA STEAK & SUSHI,RESTAURANT,ON,6125 S FORT APACHE RD #200,LAS VEGAS,NV,89148,c66ab02d-34c8-4656-a375-ce890e594ba4
DOMODOMO,RESTAURANT,ON,2681 HOWELL ST BU3,DALLAS,TX,75201,2cb145c5-9721-4a09-a7e4-a18f6040163b
NAMO,RESTAURANT,ON,3699 MCKINNEY AVENUE SUITE 305C,DALLAS,TX,75204,7db348a0-1fd1-4682-b9d5-809024290ddc
MORI JAPANESE GRILL,RESTAURANT,ON,2200 S 10TH STREET SPACE S25,MCALLEN,TX,78503,392353af-3e67-4d6b-8832-4527a9cd0c9f
Nana Thai Eatery,RESTAURANT,ON,2940 Johnson Ferry Rd Ste C,Marietta,GA,30062,6bddc51e-95bb-4af0-8146-d4bfd1dfb3b9
Perfecture Japanese Steakhouse,RESTAURANT,ON,2277 Peachtree Rd NE Ste A,Atlanta,GA,30309,ea2074b8-adce-4a42-8224-bc394e301ab1
ZUZU,RESTAURANT,ON,823 & 825 & 829 MAIN ST,NAPA,CA,94559,20e114a2-1d6e-4c21-870a-9cbd50fa735c
TOSCANA MARE,RESTAURANT,ON,1121 CRANDON BLVD,KEY BISCAYNE,FL,33149,a64d79b7-0b7a-46a1-a8db-961669cf8ac0
Ted s Montana Grill,RESTAURANT,ON,314 City Circle #1320,Peachtree City,GA,30269,a47ca267-a8d5-4018-8d9d-9121bb9d5d26
OZUMO,RESTAURANT,ON,355 SANTANA ROW #1010,SAN JOSE,CA,95128,a02609a0-42c1-47b5-a37b-276ec69af0a1
Park 82  **CLOSED**,RESTAURANT,ON,4403 Northside Pkwy NW Ste 150,Atlanta,GA,30327,e02ffe0e-8d1a-48ab-b1c8-aebec8a9b306
BOURBON STEAK,RESTAURANT,ON,3960 S LAS VEGAS BLVD,LAS VEGAS,NV,89119,c4d15aaf-e899-46cb-8653-134f7305ba1b
LOCAL YOCAL BBQ & GRILL,RESTAURANT,ON,350 E LOUISIANA STREET SUITE A,MCKINNEY,TX,75069,86c233a0-2172-48e8-be1f-8b7176efddb1
Bella Napoli Savannah,RESTAURANT,ON,18 E State St,Savannah,GA,31401,6deb9bf5-a420-4546-9ac3-109d9e9ea7dd
LIGHTHOUSE,RESTAURANT,ON,145 BORINQUEN PLACE,BROOKLYN,NY,11211,b22f74b1-7af0-4462-ba20-1f0c6f61402c
Park 82,RESTAURANT,ON,4403 Northside Pkwy NW #150,Atlanta,GA,30327,60d6532f-9bf1-4012-b799-f6c94080d24c
MISTER FRENCH,RESTAURANT,ON,24 E 21ST ST,NEW YORK,NY,10010,f9ccbee4-0b61-4532-b340-4853103ee3f2
CASA TUA ASPEN,RESTAURANT,ON,403 S GALENA ST,ASPEN,CO,81611,a9212ecb-98f4-4e22-8448-93414fe5e9bb
MILA MIAMI,RESTAURANT,ON,800 LINCOLN ROAD,MIAMI BEACH,FL,33139,a82cbf6f-3d50-48fe-9d61-5249884089b2
LE BILBOQUET,RESTAURANT,ON,299 SAINT PAUL STREET,DENVER,CO,80206,6c6b9ab4-c65a-4614-ad04-33ef9ddeda53
BONNELL S FINE TEXAS CUISINE,RESTAURANT,ON,4259 BRYANT IRVIN ROAD,FORT WORTH,TX,76109,63c68b77-c857-4533-87af-d1b6b55c9d95
NORTH,RESTAURANT,ON,7501 WINDROSE AVENUE SUITE D190,PLANO,TX,75024,43ef3008-07ea-4c9e-9ab7-adfb246def1b
KOSEN,RESTAURANT,ON,307 W PALM AVE,TAMPA,FL,33602,7c63a91e-4507-44ac-8072-cde844fa076e
Basils Restaurant & Bar,RESTAURANT,ON,2985 Grandview Ave,Atlanta,GA,30305,d66a2475-810b-4ed5-aa93-be39e3984b05
Oakhurst Market,RESTAURANT,ON,650 E Lake Dr Ste A,Decatur,GA,30030,990f95b3-e260-4821-9b1a-f31226b4df21
CRESCENT BISTRO,RESTAURANT,ON,45 CRESCENT DR #11 C,PLEASANT HILL,CA,94523,dc579740-332b-4b86-9c4a-c9c4723e5989
MISOHAPPY LLC,RESTAURANT,ON,504 SOUTHARD ST,KEY WEST,FL,33040,02b8f125-18b1-4e5d-8f4d-161c810880b8
Fukuro Bar and Sushi,RESTAURANT,ON,5100 Washington Road,Evans,GA,30809,d15e9e6e-9a5c-4209-94ca-7ae30b61dc97
BAD KITTY LOUNGE,RESTAURANT,ON,227 BRIDGE STREET C,VAIL,CO,81657,21bd321b-09ba-49ad-ad8a-dfdc019d8741
BASIL & MINT VIETNAMESE CAFE,RESTAURANT,ON,350 N LANTANA ST  STE 7,CAMARILLO,CA,93010,5cfd554c-8d44-4c84-884c-487092cf4c16
THE BINDERY  LTD,RESTAURANT,ON,1817 CENTRAL STREET,DENVER,CO,80211,4f4ba891-88aa-4684-91ff-bb9ff04bc770
ALL DAY BABY,RESTAURANT,ON,3200 W SUNSET BL,LOS ANGELES,CA,90026,b2ac1ed3-061c-4882-9428-b2654c05ff89
KEI,RESTAURANT,ON,191 195 7TH AVE,NEW YORK,NY,10011,add76209-c747-4b34-9c73-7a8a5ae1d378
PALATE,RESTAURANT,ON,1301 S MAIN ST #110,LAS VEGAS,NV,89104,250349f8-aa51-45a8-9870-c9d3f8f9171b
Umbrella Bar,RESTAURANT,ON,675 Ponce De Leon Ave NE,Atlanta,GA,30308,21c1b8eb-26f7-49bc-8b60-b95a7ecaec07
NATIVE SON ALEHOUSE,RESTAURANT,ON,305 E 4TH ST #200,SANTA ANA,CA,92701,b8a5284a-16f1-45f2-82d0-0c57a0873d0f
HEALTHY JUNK PACKING HOUSE,RESTAURANT,ON,440 S ANAHEIM BLVD UNIT 209B,ANAHEIM,CA,92805,2290628e-babe-4e2e-9036-ac33fde68823
PUB AT DONNER LAKE THE,RESTAURANT,ON,15963 S SHORE DR,TRUCKEE,CA,96161,1f0f371d-10c3-4b75-904a-e94cf8b426ba
BARCHA,RESTAURANT,ON,425 MARKET ST,SAN FRANCISCO,CA,94105,860de114-62ae-4a39-92cd-cb1ed5c9ccdd
SUSHIHANA JAPANESE RESTAURANT,RESTAURANT,ON,1810 NW MILITARY,CASTLE HILLS,TX,78213,802aa3be-f484-4227-bad1-0c0d94431d4a
SMITH & MILLS,RESTAURANT,ON,10 W 50TH ST,NEW YORK,NY,10020,0e3a6902-7fe6-47d5-887c-2421c3f04442
AYA SUSHI,RESTAURANT,ON,5407 BELLAIRE BLVD STE A,BELLAIRE,TX,77401,effb3fb6-b424-4bd8-bac6-ae08e355b11c
HUSH KELLER INC,RESTAURANT,ON,211 S MAIN ST,KELLER,TX,76248,d5c793f6-ba70-44c9-a69e-ae1b0eb98d92
JACKSON S BAR & OVEN,RESTAURANT,ON,135 4TH ST STE #A,SANTA ROSA,CA,95401,157eb110-58b6-48d1-b067-bb456ced1d94
RED GRILL MEXICAN RESTAURANT,RESTAURANT,ON,1701 2ND AVE,NEW YORK,NY,10128,ced18070-58dd-4d86-930f-3a3327ad01fb
WILFRED S LOUNGE,RESTAURANT,ON,967 1ST ST,NAPA,CA,94559,5d24faa7-5394-4783-9319-c23f2e233d0a
MATHESON  THE,RESTAURANT,ON,106 MATHESON ST,HEALDSBURG,CA,95448,00174699-fa1e-4fbd-9d83-87510a478807
KAORI MIAMI,RESTAURANT,ON,871 S MIAMI AVE,MIAMI,FL,33130,d46a56c1-da50-4a67-8b94-fd0820a65969
TUTTI MANGIA GRILL,RESTAURANT,ON,102 HARVARD AV,CLAREMONT,CA,91711,53185667-b00e-4567-ab80-d2e3495591f0
ABSINTHE BRASSERIE & BAR,RESTAURANT,ON,388 & 394 & 398 HAYES ST,SAN FRANCISCO,CA,94102,03b1c65c-d540-4153-8be3-d9e1cd18cfae
HATCH YAKITORI,RESTAURANT,ON,700 W 7TH ST  STE G600,LOS ANGELES,CA,90017,b7504682-742f-4d19-807b-dd6f3433ead1
BOB S STEAK AND CHOP HOUSE,RESTAURANT,ON,5815 RIM PASS DR,SAN ANTONIO,TX,78257,f9b19f11-9422-40ef-b5e1-98cf80065eda
SANDBAR & GRILL,RESTAURANT,ON,MUNICIPAL WHARF #2,MONTEREY,CA,93940,e30c4a00-f77f-404f-94cf-b13fd8da1c7d
NATIVO,RESTAURANT,ON,5137 YORK BLVD,LOS ANGELES,CA,90042,68d4e19c-4d55-46af-b088-08bde7d16019
EMPRESS M LLC,RESTAURANT,ON,221 SILVERADO TRAIL,NAPA,CA,94559,a56588ed-17fc-49cc-a186-747ee55449f9
LAVA TUBE WAIKIKI INC,RESTAURANT,ON,2280 KUHIO AVE,HONOLULU,HI,96815,5607aa17-5286-49bf-bef6-b021cd823f30
ST JAMES GATE,RESTAURANT,ON,1410 OLD COUNTY RD,BELMONT,CA,94002,1e9ee4d7-a0d6-41d6-be14-d298fc59baf8
BASILICO,RESTAURANT,ON,6111 S BUFFALO DR STE 100,LAS VEGAS,NV,89113,1720c78a-cb2d-4bc5-9700-f7546b475762
SUSHI CHEF,RESTAURANT,ON,3100 CORAL WAY,MIAMI,FL,33145,d975825d-3393-406c-9f26-85c7ae3c3e91
MOTHERTONGUE/MINA,RESTAURANT,ON,960 N LA BREA AVE 4TH & 5TH FL,LOS ANGELES,CA,90038,f1a6a7f8-5b04-4aa4-98cf-cc6ad00f4d7e
VACATION,RESTAURANT,ON,204 W 4TH ST,SANTA ANA,CA,92701,e65b2f6f-bf64-4202-8168-bc0a019e8a61
A RESTAURANT,RESTAURANT,ON,3334 W COAST HWY,NEWPORT BEACH,CA,92663,9af2aba7-ab06-4749-b7f8-02298653decc
NAPKINS BAR & GRILL,RESTAURANT,ON,1001 2ND ST,NAPA,CA,94559,fa1c1e8d-7316-49a2-8f27-f3a1d17f72aa
SIX TEST KITCHEN,RESTAURANT,ON,3075 BLUE ROCK RD #B,PASO ROBLES,CA,93446,f13f015c-ecc7-43f3-9c4a-08cae42b6e4b
MARIGOLD CLUB,RESTAURANT,ON,2531 KUESTER STREET,HOUSTON,TX,77006,88832557-6aab-4d1a-a265-37201974b8c6
CELLA RESTAURANT AND BAR,RESTAURANT,ON,525 POLK STREET,MONTEREY,CA,93940,fd56d2b4-2bf3-4032-ad1f-1e12cbe68e13
SLATE BISTRO & CRAFT BAR,RESTAURANT,ON,4850 SANTA ROSA RD,CAMARILLO,CA,93012,f100514f-7dbc-4707-ab61-a1d0670144b2
GLASS BOX,RESTAURANT,ON,12841 EL CAMINO REAL #203-211,SAN DIEGO,CA,92130,bcab6fc3-dbd4-4fd8-9f9c-699fc50080dc
CAMPHOR,RESTAURANT,ON,923 E 3RD ST #109,LOS ANGELES,CA,90013,c079a1d2-a887-49f8-afd6-115300ac5b88
CARPE DIEM,RESTAURANT,ON,1001 2ND ST STE 185 & 165,NAPA,CA,94558,0b3c808a-3d1e-498f-82b9-60b6f6083bb9
CARMEL RESTAURANT,RESTAURANT,ON,7383 W MELROSE AV,LOS ANGELES,CA,90046,4fade2d2-635e-49a1-89a1-b9bdb6671bb8
ANGELE,RESTAURANT,ON,540 MAIN ST #B,NAPA,CA,94559,359fb0d7-fc90-41d3-a812-636706d4da04
KRU CONTEMPORARY JAPANESE,RESTAURANT,ON,3135 FOLSOM BLVD,SACRAMENTO,CA,95816,c96ee84f-0288-473f-bb4c-7bf423c1409d
TEDDY WONGS AND BUSHI BUSHI MARKET,RESTAURANT,ON,812 W ROSEDALE ST,FORT WORTH,TX,76104,edf91e95-ce10-4acb-9214-472b20d18c41
AVIARY,RESTAURANT,ON,712 K ST,SACRAMENTO,CA,95814,9530e467-2eef-4826-b9a3-67b26c49a85b
BASIL & WICKS,RESTAURANT,ON,3195 STATE ROUTE 28,NORTH CREEK,NY,12853,71d7a432-af28-471f-a966-f557c6c38aeb
FIDDLEHEAD BISTRO  THE,RESTAURANT,ON,33 BROADWAY,SARANAC LAKE,NY,12983,77f72c91-4507-42bb-b387-693f529b452c
AROI MAK MAK,RESTAURANT,ON,344 ORANGE ST,REDLANDS,CA,92374,beed24df-3e04-44eb-b0dc-5bbf8d76d49f
URBAN ROOTS BREWING,RESTAURANT,ON,1409 R ST STE #102,SACRAMENTO,CA,95814,e3914e7f-a40a-4e8b-bf6a-20663f4b3f39
ZIZIKI S,RESTAURANT,ON,4514 TRAVIS ST SUITE 122,DALLAS,TX,75205,c2fbecf8-b863-4e8a-ae08-0a4c3c03c5b7
SANTA FE STEAKHOUSE,RESTAURANT,ON,1918 S. 10TH STREET,MCALLEN,TX,78503,9bddd22e-7c7e-443e-a8a3-3743c7473e08
ASCEND PRIME STEAK AND SUSHI,RESTAURANT,ON,10400 NE 4TH STREET STE 3100,BELLEVUE,WA,98004,f60d1888-5dc6-487f-8136-69b96b4996c8
SENS,RESTAURANT,ON,4 EMBARCADERO CTR POD,SAN FRANCISCO,CA,94111,16ae6e46-b94f-4244-8e50-4096232e2f0f
AKASHI SUSHI FUSION CUISINE,RESTAURANT,ON,416 9550 Spring Green Boulevard,KATY,TX,77494,b175a073-1d97-4424-93a9-495048086f40
RISTORANTE LA TOSCANA,RESTAURANT,ON,3751 REDWOOD HWY,SAN RAFAEL,CA,94903,d2d9c8cf-a3aa-4ea5-a922-12e6a1b35d59
RESTAURANT SUSHI  SASA,RESTAURANT,ON,2401 15TH STREET STE 80,DENVER,CO,80202,04dc8594-5ba2-469f-9c92-dbcc72e59264
CHEESECAKE FACTORY-RM,RESTAURANT,ON,71800 HWY 111 #D-101,RANCHO MIRAGE,CA,92270,e95e2750-6329-4ef2-af2a-b2b9e7d31d73
PEARL DRAGON,RESTAURANT,ON,15229 SUNSET BL,PACIFIC PALISADES,CA,90272,effb090e-ae29-470a-b358-1ca4de30957c
GOLDEN TIKI,BAR/TAVERN,ON,3939 SPRING MTN RD,LAS VEGAS,NV,89102,c9e3fda7-3704-4458-a256-528d2910700c
TAO DOWNTOWN,BAR/TAVERN,ON,369 WEST 16 ST,NEW YORK,NY,10011,7b444f49-be37-45c4-9f13-8c2b2d6182d1
HOOCH,BAR/TAVERN,ON,301 E HOPKINS AVE SUITE 102,ASPEN,CO,81611,a7299bd1-7880-407b-829d-0ef067196320
DRIFTWOOD DOWNTOWN,BAR/TAVERN,ON,319 COLORADO STREET,AUSTIN,TX,78701,2284c3d8-6d7a-4000-ba49-49173e7082d1
MAISON MURA,BAR/TAVERN,ON,333 SE 3RD AVENUE,MIAMI,FL,33131,6dbf8f0f-60b0-4c0f-a73c-4d93f0b31746
ONEELEVEN HIFI LLC,BAR/TAVERN,ON,119 INGRAHAM ST,BROOKLYN,NY,11237,deb66f90-2e1a-4e9a-8364-06d409497119
APOTHEKE,BAR/TAVERN,ON,1141 BROADWAY,NEW YORK,NY,10001,ee81c203-d51b-4058-a077-b486afa1db0d
OYSTER HOUSE,BAR/TAVERN,ON,12446 MOORPARK ST,STUDIO CITY,CA,91604,7a9f019c-b136-4bab-8da9-0d1aa6009b9c
LAST RITES,BAR/TAVERN,ON,718 14TH ST,SAN FRANCISCO,CA,94114,68847f28-9b99-4dc9-a6b6-1f209bfa163b
ZUMA,BAR/TAVERN,ON,1 DALTON ST,BOSTON,MA,02199,0d8eb937-77ad-4edc-bae4-c248ac542cf0
LA COMPAGNIE WINE BAR/EXPERIME,BAR/TAVERN,ON,6 WEST 24TH ST,NEW YORK,NY,10010,414afe39-d039-4165-a7b6-0f0788155ade
FOLKLORE,BAR/TAVERN,ON,1226 3RD STREET,NAPA,CA,94559,862cafdc-ab73-40a0-b705-b8fd5dcab25c
REGIIS OVA,BAR/TAVERN,ON,6480 WASHINGTON ST,YOUNTVILLE,CA,94599,64c192d2-1bef-4bf7-b506-41ad7697590d
LE BAR A VIN    (ON),BAR/TAVERN,ON,380 SOUTH COUNTY ROAD,PALM BEACH,FL,33480,fd188826-2400-43ae-9497-42dbf64750a1
BELLY UP ASPEN,BAR/TAVERN,ON,450 S GALENA ST  #2,ASPEN,CO,81611,da0dea9f-7d19-4362-ae18-d625e1f0a9da
KEG N BOTTLE 5,BAR/TAVERN,ON,6380 DEL CERRO BL,SAN DIEGO,CA,92120,668ce0aa-95c3-43b5-b040-d470fd48ba82
LITTLE MORE,BAR/TAVERN,ON,111 READE ST,NEW YORK,NY,10013,5e78ce03-b723-4fff-a39a-f07e82ca5930
MARTINI BAR,BAR/TAVERN,ON,3450 NW 83 AVENUE,MIAMI,FL,33122,c22096e6-4398-48d3-8ca8-e7c3ea8c9188
BANDITS,BAR/TAVERN,ON,44 BEDFORD ST,NEW YORK,NY,10014,d8e8e63d-f025-49c6-98de-2658346059bc
CHESTNUT CLUB,BAR/TAVERN,ON,1348 14TH ST,SANTA MONICA,CA,90404,c19ac65d-6356-489f-ae8c-3b28f43949cb
